id,type,voltage_level1_id,connected1,voltage_level2_id,connected2,p1,q1,i1
L46-48-1,LINE,VL46,True,VL48,True,-14.776847122263268,-5.824974613803903,66.12115088931043
L47-49-1,LINE,VL47,True,VL49,True,-9.455111022376752,-10.879663953992392,59.29381435415603
L42-49-1,LINE,VL42,True,VL49,True,-64.88357546357565,5.251014494293125,276.4880890730627
L42-49-2,LINE,VL42,True,VL49,True,-64.88357546357565,5.251014494293125,276.4880890730627
L45-49-1,LINE,VL45,True,VL49,True,-49.723556945623606,-1.9368698145111816,211.00474025478286
L48-49-1,LINE,VL48,True,VL49,True,-34.913822856794454,3.211691345427285,143.7202355685362
L49-50-1,LINE,VL49,True,VL50,True,53.67598357658907,13.423530579592203,225.83410866692185
L49-51-1,LINE,VL49,True,VL51,True,66.64730339214367,20.43901005776078,284.53612034466994
L51-52-1,LINE,VL51,True,VL52,True,28.565713041439032,6.2437045580564865,126.52287851210609
L52-53-1,LINE,VL52,True,VL53,True,10.378193223704963,1.99208306737923,46.207292099949136
L53-54-1,LINE,VL53,True,VL54,True,-12.676010417094924,-5.553482397703155,61.2050591327059
L49-54-1,LINE,VL49,True,VL54,True,37.78462149930928,13.067153391103444,163.18602976554808
L49-54-2,LINE,VL49,True,VL54,True,37.76251099304525,11.194495383789887,160.76358096009523
L54-55-1,LINE,VL54,True,VL55,True,7.070131169463006,1.4575926632520613,31.624451232147006
L54-56-1,LINE,VL54,True,VL56,True,18.50104748934888,4.354089357809123,83.26432208011845
L55-56-1,LINE,VL55,True,VL56,True,-21.423152368787786,-5.823319130886507,97.56324282474593
L56-57-1,LINE,VL56,True,VL57,True,-23.003086487190977,-9.096809984136865,108.48007768359743
L50-57-1,LINE,VL50,True,VL57,True,35.8910383414204,9.136212285622419,154.77840580369786
L56-58-1,LINE,VL56,True,VL58,True,-6.678096460644007,-3.68731561579751,33.45401812802212
L51-58-1,LINE,VL51,True,VL58,True,18.798155223089772,3.15361799034611,82.47690375231605
L54-59-1,LINE,VL54,True,VL59,True,-30.384796454842334,-7.505911564191413,137.11206271891956
L56-59-1,LINE,VL56,True,VL59,True,-27.9640424092961,-4.173169706276683,123.99232454576521
L56-59-2,LINE,VL56,True,VL59,True,-29.31429657002962,-3.906273204054325,129.69206606839413
L55-59-1,LINE,VL55,True,VL59,True,-34.51702761563657,-8.26130489766687,155.9740975881522
L59-60-1,LINE,VL59,True,VL60,True,-43.32723670180817,3.5773590068754855,184.65469335491304
L59-61-1,LINE,VL59,True,VL61,True,-51.72892817192509,5.035322121713977,220.75236180203427
L60-61-1,LINE,VL60,True,VL61,True,-112.06844334051134,8.518834727480549,473.45334877236155
L60-62-1,LINE,VL60,True,VL62,True,-9.881676223094761,-7.112246199535578,51.28768499929128
L61-62-1,LINE,VL61,True,VL62,True,25.479009646953166,-13.854838333694383,121.94680864335177
L63-64-1,LINE,VL63,True,VL64,True,-151.8316153699765,-67.47761912035868,287.02390434290345
L38-65-1,LINE,VL38,True,VL65,True,-181.8277145576517,-56.90562235183243,331.4444484158238
L64-65-1,LINE,VL64,True,VL65,True,-182.92464403578325,-66.48133857878182,331.09572696793043
L49-66-1,LINE,VL49,True,VL66,True,-132.21986838236165,4.3245155185286235,539.9646267906453
L49-66-2,LINE,VL49,True,VL66,True,-132.21986838236165,4.3245155185286235,539.9646267906453
L62-66-1,LINE,VL62,True,VL66,True,-37.17413190660588,-17.26118942305045,171.81730494916812
L62-67-1,LINE,VL62,True,VL67,True,-24.314709201995573,-14.410847445173783,118.48677230546178
L66-67-1,LINE,VL66,True,VL67,True,53.17265431515654,19.270947791812844,225.35011434844952
L65-68-1,LINE,VL65,True,VL68,True,13.321362303835771,-22.36829876291416,43.35157021811316
L47-69-1,LINE,VL47,True,VL69,True,-56.09001150248375,11.701252638086892,235.69911141331815
L49-69-1,LINE,VL49,True,VL69,True,-46.68517216418383,10.717960771462423,195.5100529735391
L69-70-1,LINE,VL69,True,VL70,True,108.66769319584233,16.04457061785023,444.02080600689163
L24-70-1,LINE,VL24,True,VL70,True,-6.364670256316645,-2.9693096344513146,29.620051041181576
L70-71-1,LINE,VL70,True,VL71,True,16.89847544845808,-12.430723410223655,89.19318518967567
L24-72-1,LINE,VL24,True,VL72,True,1.3734484491335541,3.3303954875551907,15.193251882498883
L71-72-1,LINE,VL71,True,VL72,True,10.772190902616414,-0.9793493209138552,45.85681020334449
L71-73-1,LINE,VL71,True,VL73,True,6.087142997940222,-10.756328332102257,52.39691028522657
L70-74-1,LINE,VL70,True,VL74,True,16.153636826847816,12.908013701395568,87.91482116994975
L70-75-1,LINE,VL70,True,VL75,True,-0.19992336995730184,9.964779494335877,42.37603025947903
L69-75-1,LINE,VL69,True,VL75,True,110.2129271999242,20.44975152803565,453.10890149193744
L74-75-1,LINE,VL74,True,VL75,True,-52.041968627827806,-6.158358646970017,228.8590672431346
L76-77-1,LINE,VL76,True,VL77,True,-61.12137860054456,-21.051378923333502,286.80315234468236
L69-77-1,LINE,VL69,True,VL77,True,62.547963239096745,6.7003078754422045,254.2791462834032
L75-77-1,LINE,VL75,True,VL77,True,-34.570521169529215,-9.571086749225286,155.1424680009198
L77-78-1,LINE,VL77,True,VL78,True,45.450180087809,6.597060265257991,190.9964576231493
L78-79-1,LINE,VL78,True,VL79,True,-25.62851287830763,-18.386517708102268,131.5111038990332
L77-80-1,LINE,VL77,True,VL80,True,-96.45578970713603,-37.46045515603292,430.324734673275
L77-80-2,LINE,VL77,True,VL80,True,-44.30981478850172,-20.56357156139967,203.15034348251305
L79-80-1,LINE,VL79,True,VL80,True,-64.68181879326946,-29.59787446006161,294.8753583649871
L68-81-1,LINE,VL68,True,VL81,True,-44.02755790728574,-4.618740603825349,73.84347413282931
L77-82-1,LINE,VL77,True,VL82,True,-2.8551693258731787,17.247989047721916,72.70613143505378
L82-83-1,LINE,VL82,True,VL83,True,-46.94902263741616,24.44241724340351,223.96440343066672
L83-84-1,LINE,VL83,True,VL84,True,-24.668979115635018,14.702197600292234,122.03406669672259
L83-85-1,LINE,VL83,True,VL85,True,-42.611793026944056,12.042987596937026,188.16814507805645
L84-85-1,LINE,VL84,True,VL85,True,-36.22546182158464,9.015618528423165,159.40603605519357
L85-86-1,LINE,VL85,True,VL86,True,17.248042871109316,-7.365263704632688,79.65925254882336
L86-87-1,LINE,VL86,True,VL87,True,-3.872376794989383,-15.10605867857932,66.12337110164292
L85-88-1,LINE,VL85,True,VL88,True,-50.28778926296145,7.567304279166405,215.9975787152796
L85-89-1,LINE,VL85,True,VL89,True,-71.12852868565018,0.6479521521734566,302.1244690436371
L88-89-1,LINE,VL88,True,VL89,True,-98.82543411341285,-2.490169360189288,418.8395235439684
L89-90-1,LINE,VL89,True,VL90,True,58.20399695461415,-4.721995319036864,243.0925074219069
L89-90-2,LINE,VL89,True,VL90,True,110.80033954939701,-5.438594395742773,461.8041801441824
L90-91-1,LINE,VL90,True,VL91,True,1.2972691287987888,4.45892142450085,19.724120804293808
L89-92-1,LINE,VL89,True,VL92,True,201.7398711850282,-6.598751164949708,840.268655960655
L89-92-2,LINE,VL89,True,VL92,True,63.5862366905228,-6.48793171069401,266.07639507801684
L91-92-1,LINE,VL91,True,VL92,True,-8.785709923957048,-8.32981871433509,51.68488303698012
L92-93-1,LINE,VL92,True,VL93,True,57.653310155509885,-10.743714547338094,247.26454868754064
L92-94-1,LINE,VL92,True,VL94,True,52.1942891419725,-14.301131692382715,228.17453905888135
L93-94-1,LINE,VL93,True,VL94,True,44.75784759315328,-18.552034582783516,205.38911873446094
L94-95-1,LINE,VL94,True,VL95,True,40.846823832942405,9.370010955906162,176.99603539057074
L80-96-1,LINE,VL80,True,VL96,True,19.02961474304161,20.827733932817054,113.49111354749232
L82-96-1,LINE,VL82,True,VL96,True,-10.043196670322164,-6.902315500213192,51.564072692138815
L94-96-1,LINE,VL94,True,VL96,True,19.76684035867631,-9.420654815634073,92.4810770344696
L80-97-1,LINE,VL80,True,VL97,True,26.484747005328657,25.513836857872334,147.9378006603371
L80-98-1,LINE,VL80,True,VL98,True,29.013916839619075,8.3063523845085,121.40571747055579
L80-99-1,LINE,VL80,True,VL99,True,19.650102074540722,8.152475479347054,85.58134758061787
L92-100-1,LINE,VL92,True,VL100,True,31.450478727108056,-15.810872758626187,148.4160495417685
L94-100-1,LINE,VL94,True,VL100,True,4.403834068139412,-49.33147011201901,209.17838393144984
L95-96-1,LINE,VL95,True,VL96,True,-1.390843607629062,-21.3327720002681,91.17748443471326
L96-97-1,LINE,VL96,True,VL97,True,-11.160124775282227,-19.938671524137707,96.29990346026533
L98-100-1,LINE,VL98,True,VL100,True,-5.192680354567438,2.413563358205404,23.40639880134225
L99-100-1,LINE,VL99,True,VL100,True,-22.638367451708998,-4.596504556658614,95.68776267087492
L100-101-1,LINE,VL100,True,VL101,True,-16.732192500782173,22.071026142414844,113.93688002599269
L92-102-1,LINE,VL92,True,VL102,True,44.62142036024325,-7.66656628236681,190.89106280898466
L101-102-1,LINE,VL101,True,VL102,True,-38.95845720187269,9.351698957812605,168.89760288947778
L100-103-1,LINE,VL100,True,VL103,True,121.28932838968475,-4.319114929227802,499.27188268931667
L100-104-1,LINE,VL100,True,VL104,True,56.482043613430676,10.615018005126984,236.42153704670207
L103-104-1,LINE,VL103,True,VL104,True,32.31798890909947,7.917367572009451,139.11059379061788
L103-105-1,LINE,VL103,True,VL105,True,42.971510230140545,6.538470925449215,181.7231369019735
L100-106-1,LINE,VL100,True,VL106,True,60.63332130050841,9.16730791861143,252.2659402869863
L104-105-1,LINE,VL104,True,VL105,True,48.79833783538656,0.05903753909463525,210.2550344328894
L105-106-1,LINE,VL105,True,VL106,True,8.666100750659695,4.554767989330716,42.40128515695973
L105-107-1,LINE,VL105,True,VL107,True,26.769801543531468,-1.8639936250794604,116.22102421235816
L105-108-1,LINE,VL105,True,VL108,True,24.0569913689328,-10.630196494510434,113.90969547657213
L106-107-1,LINE,VL106,True,VL107,True,24.044018068784933,-3.4106178408766006,105.63719361063495
L108-109-1,LINE,VL108,True,VL109,True,21.868418210356037,-10.415963413435298,104.81808137456838
L103-110-1,LINE,VL103,True,VL110,True,60.64908830490153,3.212191106346888,253.91715948971608
L109-110-1,LINE,VL109,True,VL110,True,13.803326841001976,-12.88363763038981,81.65258722580651
L110-111-1,LINE,VL110,True,VL111,True,-35.62955463328077,0.9324460959855716,153.25212768306736
L110-112-1,LINE,VL110,True,VL112,True,69.5364030968511,-30.639440323002525,326.7300616950135
L17-113-1,LINE,VL17,True,VL113,True,2.1414963489160748,6.022700113220189,26.873394806558917
L32-113-1,LINE,VL32,True,VL113,True,4.099974366070131,-17.528871571044313,78.16095597398964
L32-114-1,LINE,VL32,True,VL114,True,9.378449878228507,2.1623413687508624,41.787651809679936
L27-115-1,LINE,VL27,True,VL115,True,20.716228444097307,4.671216923466952,91.7835222764092
L114-115-1,LINE,VL114,True,VL115,True,1.3644233974964748,0.6054147274353046,6.502304337499973
L68-116-1,LINE,VL68,True,VL116,True,184.20063785077244,-66.33345841582691,326.57298362157866
L12-117-1,LINE,VL12,True,VL117,True,20.152549938079904,5.1972517174465125,87.95035171311403
L75-118-1,LINE,VL75,True,VL118,True,40.24376206436823,23.573879791442014,201.7186029728042
L76-118-1,LINE,VL76,True,VL118,True,-6.8786213735439565,-9.677150294263214,52.67452789089342
T8-5-1,TWO_WINDINGS_TRANSFORMER,VL8,True,VL5,True,338.4739633416726,124.7265188349717,594.7418225864091
T26-25-1,TWO_WINDINGS_TRANSFORMER,VL26,True,VL25,True,90.29623792405471,21.584839074352395,153.07019425249084
T30-17-1,TWO_WINDINGS_TRANSFORMER,VL30,True,VL17,True,231.14286654006224,93.3714329291966,423.3111542736679
T38-37-1,TWO_WINDINGS_TRANSFORMER,VL38,True,VL37,True,243.74648576344407,112.07771216736582,466.7100225608173
T63-59-1,TWO_WINDINGS_TRANSFORMER,VL63,True,VL59,True,151.83161536999782,67.47761912051985,287.0239043430502
T64-61-1,TWO_WINDINGS_TRANSFORMER,VL64,True,VL61,True,30.610246096517084,13.97673101846045,57.243929574185785
T65-66-1,TWO_WINDINGS_TRANSFORMER,VL65,True,VL66,True,8.631160196703725,72.24993860972468,121.16265060944384
T68-69-1,TWO_WINDINGS_TRANSFORMER,VL68,True,VL69,True,-126.85546826239916,112.86794106389225,283.233299788112
T81-80-1,TWO_WINDINGS_TRANSFORMER,VL81,True,VL80,True,-44.08384966888252,75.5369464929531,146.8310456712667
